'1', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '757', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '90', '0.63', '0.04', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'81', '0', 'transmission_control', 'web', 'Conexion_establecida', '10397', '167', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '108', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'82', '0', 'transmission_control', 'web', 'Conexion_establecida', '8624', '227', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '215', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'83', '0', 'transmission_control', 'web', 'Conexion_establecida', '2698', '314', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '255', '252', '0.99', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'84', '0', 'transmission_control', 'web', 'Conexion_establecida', '1379', '248', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '20', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.10', '49', '255', '1.00', '0.00', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'85', '0', 'transmission_control', 'web', 'Conexion_establecida', '28381', '190', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '11', '255', '1.00', '0.00', '0.09', '0.01', '0.00', '0.00', '0.00', '0.00'
'86', '1', 'transmission_control', 'email_out', 'Conexion_establecida', '330', '1896', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '77', '148', '0.45', '0.04', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'87', '0', 'transmission_control', 'web', 'Conexion_establecida', '3222', '237', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '252', '0.99', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'88', '0', 'transmission_control', 'web', 'Conexion_establecida', '8493', '291', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '99', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'89', '72', 'transmission_control', 'web', 'Conexion_establecida', '278', '329', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '254', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'90', '0', 'transmission_control', 'web', 'Conexion_establecida', '2507', '312', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '242', '0.95', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'91', '0', 'transmission_control', 'web', 'Conexion_establecida', '807', '347', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '17', '17', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'92', '0', 'transmission_control', 'web', 'Conexion_establecida', '646', '331', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.80', '8', '255', '1.00', '0.00', '0.12', '0.04', '0.00', '0.00', '0.00', '0.00'
'93', '0', 'transmission_control', 'web', 'Conexion_establecida', '983', '228', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '23', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'94', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '96', '36', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '75', '46', '0.61', '0.04', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'95', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '0', '36', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '12', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '25', '209', '1.00', '0.00', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'96', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '0.00', '1', '237', '1.00', '0.00', '1.00', '0.19', '0.00', '0.00', '1.00', '1.00'
'97', '0', 'transmission_control', 'misc', 'Conexion_establecida', '0', '59', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '1', '0.08', '0.00', '0.00', '0.00', '0.08', '0.31', '0.00', '220', '1', '0.00', '0.04', '0.55', '0.00', '0.00', '0.00', '0.00', '0.00'
'98', '0', 'transmission_control', 'web', 'Conexion_establecida', '1428', '201', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '26', '27', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.07', '26', '255', '1.00', '0.00', '0.04', '0.03', '0.00', '0.00', '0.00', '0.00'
'99', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '2890', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '80', '52', '0.20', '0.05', '0.20', '0.04', '0.00', '0.00', '0.00', '0.00'
'100', '0', 'transmission_control', 'web', 'Conexion_establecida', '434', '246', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.20', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'101', '0', 'transmission_control', 'web', 'Conexion_establecida', '1153', '353', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '20', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.10', '152', '255', '1.00', '0.00', '0.01', '0.05', '0.00', '0.00', '0.00', '0.00'
'102', '0', 'transmission_control', 'web', 'Conexion_establecida', '2709', '253', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.16', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'103', '0', 'transmission_control', 'web', 'Conexion_establecida', '263', '310', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.20', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'104', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '567', '0', '0', '0', '0', '0', '1', '0', '0', '0', '6', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '37', '72', '0.03', '0.14', '0.03', '0.03', '0.00', '0.00', '0.00', '0.00'
'105', '0', 'transmission_control', 'web', 'Conexion_establecida', '1415', '294', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '142', '1.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'106', '0', 'transmission_control', 'web', 'Conexion_establecida', '2663', '204', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '21', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'107', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '10272', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '92', '0.36', '0.02', '0.36', '0.00', '0.00', '0.00', '0.00', '0.00'
'108', '0', 'transmission_control', 'web', 'Conexion_establecida', '6770', '401', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'109', '0', 'transmission_control', 'web', 'Conexion_establecida', '3804', '348', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '2', '255', '1.00', '0.00', '0.50', '0.04', '0.00', '0.00', '0.00', '0.00'
'110', '0', 'transmission_control', 'web', 'Conexion_establecida', '2273', '240', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.14', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'111', '0', 'transmission_control', 'web', 'Conexion_establecida', '488', '311', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'112', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '399', '946', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '149', '145', '0.52', '0.02', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'113', '0', 'transmission_control', 'web', 'Conexion_establecida', '638', '257', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '4', '255', '1.00', '0.00', '0.25', '0.04', '0.00', '0.00', '0.00', '0.00'
'114', '0', 'transmission_control', 'web', 'Conexion_establecida', '7333', '344', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '16', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '193', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.02', '0.02'
'115', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '14189', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '81', '59', '0.73', '0.04', '0.73', '0.00', '0.00', '0.00', '0.00', '0.00'
'116', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '0.00', '7', '255', '1.00', '0.00', '0.14', '0.14', '0.00', '0.00', '1.00', '1.00'
'117', '5', 'transmission_control', 'email_out', 'Conexion_establecida', '366', '2517', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '17', '17', '1.00', '0.00', '0.06', '0.00', '0.00', '0.00', '0.00', '0.00'
'118', '13', 'transmission_control', 'email_out', 'Conexion_establecida', '1362', '11342', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '209', '126', '0.45', '0.02', '0.00', '0.02', '0.00', '0.00', '0.00', '0.00'
'119', '0', 'internet_control', 'error_report_internal', 'Conexion_establecida', '0', '30', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '11', '11', '1.00', '0.00', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'120', '0', 'transmission_control', 'web', 'Conexion_establecida', '15934', '300', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '176', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'121', '0', 'transmission_control', 'web', 'Conexion_establecida', '296', '309', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '16', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.12', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'122', '0', 'transmission_control', 'web', 'Conexion_establecida', '3073', '325', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.75', '155', '255', '1.00', '0.00', '0.01', '0.04', '0.00', '0.00', '0.00', '0.00'
'123', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '3888', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '207', '52', '0.25', '0.02', '0.25', '0.00', '0.00', '0.00', '0.00', '0.00'
'124', '0', 'user_datagram', 'time_sync_udp', 'Conexion_establecida', '48', '48', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '5', '0.02', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00', '0.00'
'125', '0', 'transmission_control', 'web', 'Conexion_establecida', '732', '290', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'126', '0', 'transmission_control', 'web', 'Conexion_establecida', '930', '212', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '46', '255', '1.00', '0.00', '0.02', '0.03', '0.00', '0.00', '0.00', '0.00'
'127', '0', 'transmission_control', 'web', 'Conexion_establecida', '1419', '341', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '27', '255', '1.00', '0.00', '0.04', '0.02', '0.00', '0.00', '0.00', '0.00'
'128', '0', 'transmission_control', 'web', 'Conexion_establecida', '16099', '301', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '59', '255', '1.00', '0.00', '0.03', '0.02', '0.00', '0.00', '0.00', '0.00'
'129', '15', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '2747', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '41', '175', '0.73', '0.10', '0.02', '0.01', '0.00', '0.00', '0.00', '0.01'
'130', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '0.00', '13', '65', '1.00', '0.00', '0.08', '0.09', '0.00', '0.00', '1.00', '1.00'
'131', '0', 'transmission_control', 'web', 'Conexion_establecida', '1380', '206', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '70', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.07', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'132', '0', 'transmission_control', 'web', 'Conexion_establecida', '622', '328', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '118', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'133', '0', 'transmission_control', 'web', 'Conexion_establecida', '943', '231', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '36', '255', '1.00', '0.00', '0.03', '0.02', '0.00', '0.00', '0.00', '0.00'
'134', '0', 'transmission_control', 'web', 'Conexion_establecida', '260', '264', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '169', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'135', '0', 'transmission_control', 'web', 'Conexion_establecida', '1893', '251', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'136', '0', 'transmission_control', 'web', 'Conexion_establecida', '16821', '306', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '121', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'137', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '334', '1140', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '19', '50', '0.74', '0.21', '0.05', '0.04', '0.00', '0.00', '0.00', '0.00'
'138', '0', 'transmission_control', 'web', 'Conexion_establecida', '17386', '223', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.12', '69', '255', '1.00', '0.00', '0.01', '0.04', '0.00', '0.00', '0.00', '0.00'
'139', '1', 'transmission_control', 'email_out', 'Conexion_establecida', '370', '1169', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '104', '243', '0.96', '0.02', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'140', '0', 'transmission_control', 'web', 'Conexion_establecida', '370', '220', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '99', '255', '1.00', '0.00', '0.01', '0.03', '0.01', '0.01', '0.00', '0.00'
'141', '0', 'transmission_control', 'web', 'Conexion_establecida', '2954', '231', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '19', '255', '1.00', '0.00', '0.05', '0.05', '0.00', '0.00', '0.00', '0.00'
'142', '0', 'transmission_control', 'web', 'Conexion_establecida', '468', '201', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '20', '255', '1.00', '0.00', '0.05', '0.03', '0.00', '0.00', '0.00', '0.00'
'143', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '46', '30', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '235', '0.92', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'144', '0', 'transmission_control', 'web', 'Conexion_establecida', '76126', '250', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.21', '31', '255', '1.00', '0.00', '0.03', '0.02', '0.00', '0.01', '0.00', '0.00'
'145', '0', 'transmission_control', 'web', 'Conexion_establecida', '829', '333', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'146', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '365', '1450', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '156', '159', '0.81', '0.03', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'147', '0', 'transmission_control', 'web', 'Conexion_establecida', '3929', '339', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '4', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.50', '6', '255', '1.00', '0.00', '0.17', '0.03', '0.00', '0.00', '0.00', '0.00'
'148', '0', 'transmission_control', 'web', 'Conexion_establecida', '35147', '264', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '29', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.07', '18', '255', '1.00', '0.00', '0.06', '0.07', '0.00', '0.00', '0.00', '0.00'
